"Ing1","Ing2","Occurrence"
"butter","finely grated rind of one lemon","0"
"butter","self-raising flour","0"
"butter","ground cinnamon","0"
"butter","mixed spice","0"
"butter","whipped cream","0"
"butter","boneless pork shoulder","0"
"butter","dried mint ","0"
"butter","flaked almonds","0"
"butter","whole cloves","0"
"butter","cinnamon sticks","0"
"butter","soy sauce","0"
"butter","fish sauce","0"
"butter","brown sugar","0"
"butter","sabaht baharat  (see note)","0"
"butter","minced garlic","0"
"butter","salt ","0"
"butter","ice-cold water ","0"
"butter","Kewpie mayonnaise","0"
"butter","Dijon mustard","0"
"butter","honey","0"
"butter","rabbit pieces","0"
"butter","large brown onion","0"
"butter","tin whole peeled tomatoes","0"
"butter","white wine","0"
"butter","sprigs of rosemary","0"
"butter","carrots","1"
"butter","mushrooms","0"
"butter","cooked white rice","0"
"butter","fresh peaches","0"
"butter","white flour","0"
"butter","wheat flour","0"
"butter","white sugar","0"
"butter","vanilla extract","0"
"butter","ice-cream or yoghurt","0"
"butter","pitted dates","0"
"butter","evaporated milk ","0"
"butter","whiskey","0"
"butter","plain biscuits","0"
"butter","roasted hazelnuts","0"
"butter","dried apricots","0"
"butter","good quality dark chocolate","0"
"butter","icing sugar","0"
"butter","rice","0"
"butter","chopped onions","0"
"butter","fresh mint","0"
"butter","anchovy fillets","0"
"butter","canned tuna","0"
"butter","sebago potatoes","0"
"butter","extra virgin olive oil ","0"
"butter","dried oregano ","0"
"butter","garfish","0"
"butter","olive oil ","1"
"butter","plain flour ","0"
"butter","semolina ","0"
"butter","margarine ","0"
"butter","orange juice or water ","0"
"butter","jar  of treacle ","0"
"butter","mandarin","0"
"butter","ground cloves ","0"
"butter","mixed spice ","0"
"butter","aniseed liqueur ","0"
"butter","hot water ","0"
"butter","semolina","0"
"butter","finely grated lemon rind","0"
"butter"," tsp vanilla essence","0"
"butter","wholemeal breadcrumbs","0"
"butter","skim milk","0"
"butter","chicken mince","0"
"butter","mixed herbs","0"
"butter","egg","0"
"butter","tomatoes","0"
"butter","Parsley to garnish","0"
"butter","eggplant","0"
"butter","celery stalks","1"
"butter","olives","0"
"butter","capers","0"
"butter"," water","0"
"butter","globe artichokes","0"
"butter","heads garlic","0"
"butter","finely chopped parsley","0"
"butter","green or black olives","0"
"butter","can tuna","0"
"butter","ground almonds","0"
"butter","sugar","0"
"butter","cocoa powder","0"
"butter","ground cloves","0"
"butter","orange flower water","0"
"butter","chopped roasted almonds","0"
"butter","dried chestnuts","0"
"butter","mandarin peel","0"
"butter","of ground cloves","0"
"butter","of ground aniseed","0"
"butter","sesame seeds","0"
"butter","butter ","0"
"butter","chicken or beef stock ","0"
"butter","tomato paste ","1"
"butter","tomato puree ","0"
"butter","macaroni or penne ","0"
"butter","parmesan","0"
"butter","tasty cheese","0"
"butter","salt and pepper ","1"
"butter","puff pastry sheets","0"
"butter","large onions","0"
"butter","tin tomatoes ","0"
"butter","flat-leaf parsley leaves ","0"
"butter","red wine ","0"
"butter","water ","0"
"butter","thin slices of topside or round steak ","0"
"butter","minced veal ","0"
"butter","bacon rashers","0"
"butter","finely chopped flat-leaf parsley","0"
"butter","finely chopped oregano","0"
"butter","spring onion","0"
"butter","grated gbejniet","0"
"butter","salt and pepper","0"
"butter","day-old loaf of bread","0"
"butter","sugar ","0"
"butter","custard powder ","0"
"butter","cornflour ","0"
"butter","cocoa ","0"
"butter","mixed dried fruit such as sultanas","0"
"butter","almonds ","0"
"butter","glacé cherries","0"
"butter","vanilla extract ","0"
"butter","whisky","0"
"butter","French shallots","0"
"butter","head garlic","0"
"butter","sprigs of thyme ","0"
"butter","sherry vinegar","0"
"butter","port","0"
"butter","reduced chicken stock","0"
"butter","large washed Sebago potatoes","0"
"butter","Maltese pork sausage meat","0"
"butter","baby rocket leaves","0"
"butter","sprigs thyme ","0"
"butter","brandy","0"
"butter","truffle oil","0"
"butter","truffle paste","0"
"butter","rabbit  ","0"
"butter","bay leaves ","0"
"butter","slices of dense","0"
"butter","kunserva  ","0"
"butter","capers ","0"
"butter","white anchovies or tinned tuna in oil","0"
"butter","sea salt and freshly ground black pepper ","0"
"butter","chopped parsley ","1"
"butter","kohlrabi","1"
"butter","podded broad beans","1"
"butter","podded peas  ","1"
"butter","small cauliflower","1"
"butter","vegetable or chicken stock ","1"
"olive oil","olive oil","13"
"olive oil","brown onion","1"
"olive oil","cloves garlic","2"
"olive oil","zucchini","1"
"olive oil","pumpkin","2"
"olive oil","frozen peas","1"
"olive oil","handful parsley","1"
"olive oil","handful mint","1"
"olive oil","eggs","3"
"olive oil","fresh ricotta","3"
"olive oil","sea salt and freshly ground black pepper","2"
"olive oil","crusty ciabatta rolls","1"
"olive oil","sun-dried tomato paste","1"
"olive oil","extra virgin olive oil","1"
"olive oil","white anchovies in oil","1"
"olive oil","black olives","2"
"olive oil","baby pickled onions","1"
"olive oil","tiny capers","1"
"olive oil","handful flat-leaf parsley leaves","1"
"olive oil","star anise","1"
"olive oil","cinnamon quill","1"
"olive oil","bay leaf","2"
"olive oil","sprigs thyme","1"
"olive oil","white peppercorns","2"
"olive oil","salt","1"
"olive oil","  lemon","1"
"olive oil","orange","2"
"olive oil","piece fresh tuna","1"
"olive oil","rabbit","0"
"olive oil","sea salt and freshly ground pepper","0"
"olive oil","vegetable oil","1"
"olive oil","onions","1"
"olive oil","head garlic","0"
"olive oil","tomato paste","2"
"olive oil","curry powder","1"
"olive oil","ground turmeric","0"
"olive oil","paprika","0"
"olive oil","ground cumin","0"
"olive oil","chicken stock","0"
"olive oil","potatoes","0"
"olive oil","podded peas","0"
"olive oil","parsley leaves","0"
"olive oil","ml olive oil","0"
"olive oil"," head garlic","1"
"olive oil","ml red wine","0"
"olive oil"," bay leaves","0"
"olive oil"," cinnamon sticks","0"
"olive oil"," star anise","0"
"olive oil"," cloves","0"
"olive oil","sourdough loaf","1"
"olive oil","tomato pesto","1"
"olive oil","red onion","1"
"olive oil","salted capers","1"
"olive oil","basil leaves","1"
"olive oil","pitted black olives","1"
"olive oil","pure icing sugar","0"
"olive oil","baking powder","2"
"olive oil","lemons","0"
"olive oil","cold unsalted butter","0"
"olive oil","egg yolks","0"
"olive oil","drops orange blossom water","0"
"olive oil","marzipan","0"
"olive oil","small Easter eggs","0"
"olive oil","egg whites","0"
"olive oil","Red and black food colouring","0"
"olive oil","onion","1"
"olive oil","garlic cloves","1"
"olive oil","bay leaves","2"
"olive oil","bacon","1"
"olive oil","minced beef","1"
"olive oil","minced pork","1"
"olive oil","chicken livers","1"
"olive oil","canned chopped tomatoes","1"
"olive oil","beef stock","1"
"olive oil","of grated nutmeg","1"
"olive oil","penne or other tubular pasta","1"
"olive oil","finely grated parmesan","1"
"olive oil","frozen puff pastry","1"
"olive oil","milk","1"
"olive oil","flat-leaf parsley","1"
"olive oil","eschalot","1"
"olive oil","baby capers","1"
"olive oil","lemon juice","2"
"olive oil","dried broad beans","0"
"olive oil","long red chilli","0"
"olive oil","lemon","2"
"olive oil","crackers and raw carrots","0"
"olive oil","ripe pears","0"
"olive oil","sweet dessert wine","0"
"olive oil","almond meal","1"
"olive oil","caster sugar","0"
"olive oil","unsalted butter","0"
"olive oil","amaretto","0"
"olive oil","grated lemon rind","1"
"olive oil","ice-cream or warm vanilla custard","0"
"olive oil","red apples","1"
"olive oil","dried figs","1"
"olive oil","apple juice","2"
"olive oil","finely grated rind of one lemon","1"
"olive oil","self-raising flour","1"
"olive oil","ground cinnamon","2"
"olive oil","mixed spice","2"
"olive oil","whipped cream","1"
"olive oil","boneless pork shoulder","0"
"olive oil","dried mint ","0"
"olive oil","flaked almonds","0"
"olive oil","whole cloves","0"
"olive oil","cinnamon sticks","0"
"olive oil","soy sauce","0"
"olive oil","fish sauce","0"
"olive oil","brown sugar","0"
"olive oil","sabaht baharat  (see note)","0"
"olive oil","minced garlic","0"
"olive oil","salt ","0"
"olive oil","ice-cold water ","0"
"olive oil","Kewpie mayonnaise","0"
"olive oil","Dijon mustard","0"
"olive oil","honey","1"
"olive oil","rabbit pieces","1"
"olive oil","large brown onion","1"
"olive oil","tin whole peeled tomatoes","1"
"olive oil","white wine","2"
"olive oil","sprigs of rosemary","1"
"olive oil","carrots","1"
"olive oil","mushrooms","1"
"olive oil","cooked white rice","1"
"olive oil","fresh peaches","1"
"olive oil","white flour","1"
"olive oil","wheat flour","1"
"olive oil","white sugar","1"
"olive oil","vanilla extract","1"
"olive oil","ice-cream or yoghurt","1"
"olive oil","pitted dates","0"
"olive oil","evaporated milk ","0"
"olive oil","whiskey","0"
"olive oil","plain biscuits","0"
"olive oil","roasted hazelnuts","0"
"olive oil","dried apricots","0"
"olive oil","good quality dark chocolate","0"
"olive oil","icing sugar","0"
"olive oil","rice","1"
"olive oil","chopped onions","1"
"olive oil","fresh mint","1"
"olive oil","anchovy fillets","2"
"olive oil","canned tuna","1"
"olive oil","sebago potatoes","0"
"olive oil","extra virgin olive oil ","0"
"olive oil","dried oregano ","0"
"olive oil","garfish","0"
"olive oil","olive oil ","0"
"olive oil","plain flour ","0"
"olive oil","semolina ","0"
"olive oil","margarine ","0"
"olive oil","orange juice or water ","0"
"olive oil","jar  of treacle ","0"
"olive oil","mandarin","0"
"olive oil","ground cloves ","0"
"olive oil","mixed spice ","0"
"olive oil","aniseed liqueur ","0"
"olive oil","hot water ","0"
"olive oil","semolina","0"
"olive oil","finely grated lemon rind","0"
"olive oil"," tsp vanilla essence","0"
"olive oil","wholemeal breadcrumbs","0"
"olive oil","skim milk","0"
"olive oil","chicken mince","0"
"olive oil","mixed herbs","0"
"olive oil","egg","1"
"olive oil","tomatoes","1"
"olive oil","Parsley to garnish","0"
"olive oil","eggplant","1"
"olive oil","celery stalks","1"
"olive oil","olives","1"
"olive oil","capers","1"
"olive oil"," water","1"
"olive oil","globe artichokes","1"
"olive oil","heads garlic","1"
"olive oil","finely chopped parsley","1"
"olive oil","green or black olives","1"
"olive oil","can tuna","1"
"olive oil","ground almonds","1"
"olive oil","sugar","2"
"olive oil","cocoa powder","1"
"olive oil","ground cloves","1"
"olive oil","orange flower water","1"
"olive oil","chopped roasted almonds","1"
"olive oil","dried chestnuts","0"
"olive oil","mandarin peel","0"
"olive oil","of ground cloves","1"
"olive oil","of ground aniseed","1"
"olive oil","sesame seeds","1"
"olive oil","butter ","0"
"olive oil","chicken or beef stock ","0"
"olive oil","tomato paste ","0"
"olive oil","tomato puree ","0"
"olive oil","macaroni or penne ","0"
"olive oil","parmesan","0"
"olive oil","tasty cheese","0"
"olive oil","salt and pepper ","0"
"olive oil","puff pastry sheets","0"
"olive oil","large onions","0"
"olive oil","tin tomatoes ","0"
"olive oil","flat-leaf parsley leaves ","0"
"olive oil","red wine ","0"
"olive oil","water ","0"
"olive oil","thin slices of topside or round steak ","0"
"olive oil","minced veal ","0"
"olive oil","bacon rashers","0"
"olive oil","finely chopped flat-leaf parsley","0"
"olive oil","finely chopped oregano","0"
"olive oil","spring onion","0"
"olive oil","grated gbejniet","0"
"olive oil","salt and pepper","0"
"olive oil","day-old loaf of bread","0"
"olive oil","sugar ","0"
"olive oil","custard powder ","0"
"olive oil","cornflour ","0"
"olive oil","cocoa ","0"
"olive oil","mixed dried fruit such as sultanas","0"
"olive oil","almonds ","0"
"olive oil","glacé cherries","0"
"olive oil","vanilla extract ","0"
"olive oil","whisky","0"
"olive oil","French shallots","1"
"olive oil","head garlic","1"
"olive oil","sprigs of thyme ","1"
"olive oil","sherry vinegar","1"
"olive oil","port","1"
"olive oil","reduced chicken stock","1"
"olive oil","large washed Sebago potatoes","1"
"olive oil","Maltese pork sausage meat","1"
"olive oil","baby rocket leaves","1"
"olive oil","sprigs thyme ","1"
"olive oil","brandy","1"
"olive oil","truffle oil","1"
"olive oil","truffle paste","1"
"olive oil","rabbit  ","0"
"olive oil","bay leaves ","0"
"olive oil","slices of dense","0"
"olive oil","kunserva  ","0"
"olive oil","capers ","0"
"olive oil","white anchovies or tinned tuna in oil","0"
"olive oil","sea salt and freshly ground black pepper ","0"
"olive oil","chopped parsley ","0"
"olive oil","kohlrabi","0"
"olive oil","podded broad beans","0"
"olive oil","podded peas  ","0"
"olive oil","small cauliflower","0"
"olive oil","vegetable or chicken stock ","0"
"brown onion","brown onion","1"
"brown onion","cloves garlic","1"
"brown onion","zucchini","1"
"brown onion","pumpkin","1"
"brown onion","frozen peas","1"
"brown onion","handful parsley","1"
"brown onion","handful mint","1"
"brown onion","eggs","1"
"brown onion","fresh ricotta","1"
"brown onion","sea salt and freshly ground black pepper","1"
"brown onion","crusty ciabatta rolls","0"
"brown onion","sun-dried tomato paste","0"
"brown onion","extra virgin olive oil","0"
"brown onion","white anchovies in oil","0"
"brown onion","black olives","0"
"brown onion","baby pickled onions","0"
"brown onion","tiny capers","0"
"brown onion","handful flat-leaf parsley leaves","0"
"brown onion","star anise","0"
"brown onion","cinnamon quill","0"
"brown onion","bay leaf","0"
"brown onion","sprigs thyme","0"
"brown onion","white peppercorns","0"
"brown onion","salt","0"
"brown onion","  lemon","0"
"brown onion","orange","0"
"brown onion","piece fresh tuna","0"
"brown onion","rabbit","0"
"brown onion","sea salt and freshly ground pepper","0"
"brown onion","vegetable oil","0"
"brown onion","onions","0"
"brown onion","head garlic","0"
"brown onion","tomato paste","0"
"brown onion","curry powder","0"
"brown onion","ground turmeric","0"
"brown onion","paprika","0"
"brown onion","ground cumin","0"
"brown onion","chicken stock","0"
"brown onion","potatoes","0"
"brown onion","podded peas","0"
"brown onion","parsley leaves","0"
"brown onion","ml olive oil","0"
"brown onion"," head garlic","0"
"brown onion","ml red wine","0"
"brown onion"," bay leaves","0"
"brown onion"," cinnamon sticks","0"
"brown onion"," star anise","0"
"brown onion"," cloves","0"
"brown onion","sourdough loaf","0"
"brown onion","tomato pesto","0"
"brown onion","red onion","0"
"brown onion","salted capers","0"
"brown onion","basil leaves","0"
"brown onion","pitted black olives","0"
"brown onion","pure icing sugar","0"
"brown onion","baking powder","0"
"brown onion","lemons","0"
"brown onion","cold unsalted butter","0"
"brown onion","egg yolks","0"
"brown onion","drops orange blossom water","0"
"brown onion","marzipan","0"
"brown onion","small Easter eggs","0"
"brown onion","egg whites","0"
"brown onion","Red and black food colouring","0"
"brown onion","onion","0"
"brown onion","garlic cloves","0"
"brown onion","bay leaves","0"
"brown onion","bacon","0"
"brown onion","minced beef","0"
"brown onion","minced pork","0"
"brown onion","chicken livers","0"
